standard,version,domain,variable,core,ordinal,label,role,type
adam,adam-occds-1-0,Concomitant Medications Descriptive Variables,CMINDC,Perm,89,Indication,,Char
adam,adam-occds-1-0,Concomitant Medications Descriptive Variables,CMDOSE,Perm,90,Dose per Administration,,Num
adam,adam-occds-1-0,Concomitant Medications Descriptive Variables,CMDOSFRM,Perm,91,Dose Form,,Char
adam,adam-occds-1-0,Concomitant Medications Descriptive Variables,CMDOSRGM,Perm,92,Intended Dose Regimen,,Char
adam,adam-occds-1-0,Concomitant Medications Descriptive Variables,CMROUTE,Perm,93,Route of Administration,,Char
adam,adam-occds-1-0,Standardized MedDRA Query Variables,SMQzzNAM,Cond,94,SMQ zz Name,,Char
adam,adam-occds-1-0,Standardized MedDRA Query Variables,SMQzzCD,Perm,95,SMQ zz Code,,Num
adam,adam-occds-1-0,Standardized MedDRA Query Variables,SMQzzSC,Cond,96,SMQ zz Scope,,Char
adam,adam-occds-1-0,Standardized MedDRA Query Variables,SMQzzSCN,Perm,97,SMQ zz Scope (N),,Num
adam,adam-occds-1-0,Standardized MedDRA Query Variables,CQzzNAM,Cond,98,Customized Query zz Name,,Char
adam,adam-occds-1-0,Original or Prior MedDRA Coding Variables,DECDORGw,Perm,99,PT in Original Dictionary w,,Char
adam,adam-occds-1-0,Original or Prior MedDRA Coding Variables,BDSYORGw,Perm,100,SOC in Original Dictionary w,,Char
adam,adam-occds-1-0,Original or Prior MedDRA Coding Variables,HLGTORGw,Perm,101,HLGT in Original Dictionary w,,Char
adam,adam-occds-1-0,Original or Prior MedDRA Coding Variables,HLTORGw,Perm,102,HLT in Original Dictionary w,,Char
adam,adam-occds-1-0,Original or Prior MedDRA Coding Variables,LLTORGw,Perm,103,LLT in Original Dictionary w,,Char
adam,adam-occds-1-0,Original or Prior MedDRA Coding Variables,LLTNORGw,Perm,104,LLT Code in Original Dictionary w,,Char
adam,adam-occds-1-0,Original or Prior WHO Drug Coding Variables,DECDORGw,Perm,105,Standardized Med Name in Orig Dict w,,Char
adam,adam-occds-1-0,Original or Prior WHO Drug Coding Variables,CLASORGw,Perm,106,Medication Class in Orig Dictionary w,,Char
adam,adam-occds-1-0,Original or Prior WHO Drug Coding Variables,CLCDORGw,Perm,107,Medication Class Code in Orig Dict w,,Char
adam,adam-occds-1-0,Original or Prior WHO Drug Coding Variables,ATyCORGw,Perm,108,ATC Level y Code in Orig Dictionary w,,Char
adam,adam-occds-1-0,Original or Prior WHO Drug Coding Variables,ATyTORGw,Perm,109,ATC Level y Text in Orig Dictionary w,,Char
adam,adam-occds-1-1,Identifier,STUDYID,Req,1,Study Identifier,,Char
adam,adam-occds-1-1,Identifier,USUBJID,Req,2,Unique Subject Identifier,,Char
adam,adam-occds-1-1,Identifier,SUBJID,Perm,3,Subject Identifier for the Study,,Char
adam,adam-occds-1-1,Identifier,SITEID,Perm,4,Study Site Identifier,,Char
adam,adam-occds-1-1,Row Identifier,--SEQ,Req,1,Sequence Number,,Num
adam,adam-occds-1-1,Row Identifier,SRCDOM,Not used,2,Source Data,,Char
adam,adam-occds-1-1,Row Identifier,SRCSEQ,Not used,3,Source Sequence Number,,Num
adam,adam-occds-1-1,Row Identifier,ASEQ,Perm,4,Analysis Sequence Number,,Num
adam,adam-occds-1-1,MedDRA Dictionary Coding,--TERM,Req,1,Reported Term,,Char
adam,adam-occds-1-1,MedDRA Dictionary Coding,--DECOD,Req,2,Dictionary-Derived Term,,Char
adam,adam-occds-1-1,MedDRA Dictionary Coding,--BODSYS,Req,3,Body System or Organ Class,,Char
adam,adam-occds-1-1,MedDRA Dictionary Coding,--BDSYCD,Req,4,Body System or Organ Class Code,,Num
adam,adam-occds-1-1,MedDRA Dictionary Coding,--LLT,Req,5,Lowest Level Term,,Char
adam,adam-occds-1-1,MedDRA Dictionary Coding,--LLTCD,Req,6,Lowest Level Term Code,,Num
adam,adam-occds-1-1,MedDRA Dictionary Coding,--PTCD,Req,7,Preferred Term Code,,Num
adam,adam-occds-1-1,MedDRA Dictionary Coding,--HLT,Req,8,High Level Term,,Char
adam,adam-occds-1-1,MedDRA Dictionary Coding,--HLTCD,Req,9,High Level Term Code,,Num
adam,adam-occds-1-1,MedDRA Dictionary Coding,--HLGT,Req,10,High Level Group Term,,Char
adam,adam-occds-1-1,MedDRA Dictionary Coding,--HLGTCD,Req,11,High Level Group Term Code,,Num
adam,adam-occds-1-1,MedDRA Dictionary Coding,--SOC,Req,12,Primary System Organ Class,,Char
adam,adam-occds-1-1,MedDRA Dictionary Coding,--SOCCD,Req,13,Primary System Organ Class Code,,Num
adam,adam-occds-1-1,WHO Drug Dictionary Coding,CMTRT,Not Used,1,"Reported Name of Drug, Med, or Therapy",,Char
adam,adam-occds-1-1,WHO Drug Dictionary Coding,CMDECOD,Not Used,2,Standardized Medication Name,,Char
adam,adam-occds-1-1,WHO Drug Dictionary Coding,CMCLAS,Not Used,3,Medication Class,,Char
adam,adam-occds-1-1,WHO Drug Dictionary Coding,CMCLASCD,Not Used,4,Medication Class Code,,Char
adam,adam-occds-1-1,WHO Drug Dictionary Coding,ATCy,Not Used,5,ATC Level y Text,,Char
adam,adam-occds-1-1,WHO Drug Dictionary Coding,ATCyCD,Not Used,6,ATC Level y Code,,Char
adam,adam-occds-1-1,Other Categorization,--CAT,Perm,1,Category,,Char
adam,adam-occds-1-1,Other Categorization,--SCAT,Perm,2,Subcategory,,Char
adam,adam-occds-1-1,Other Categorization,ACATy,Perm,3,Analysis Category y,,Char
adam,adam-occds-1-1,Timing,--STDTC,Req,1,Start Date/Time of Observation,,Char
adam,adam-occds-1-1,Timing,ASTDT,Req,2,Analysis Start Date,,Num
adam,adam-occds-1-1,Timing,ASTTM,Cond,3,Analysis Start Time,,Num
adam,adam-occds-1-1,Timing,ASTDTM,Cond,4,Analysis Start Datetime,,Num
adam,adam-occds-1-1,Timing,ASTDTF,Cond,5,Analysis Start Date Imputation Flag,,Char
adam,adam-occds-1-1,Timing,ASTTMF,Cond,6,Analysis Start Time Imputation Flag,,Char
adam,adam-occds-1-1,Timing,--ENDTC,Req,7,End Date/Time of Observation,,Char
adam,adam-occds-1-1,Timing,AENDT,Req,8,Analysis End Date,,Num
adam,adam-occds-1-1,Timing,AENTM,Cond,9,Analysis End Time,,Num
adam,adam-occds-1-1,Timing,AENDTM,Cond,10,Analysis End Datetime,,Num
adam,adam-occds-1-1,Timing,AENDTF,Cond,11,Analysis End Date Imputation Flag,,Char
adam,adam-occds-1-1,Timing,AENTMF,Cond,12,Analysis End Time Imputation Flag,,Char
adam,adam-occds-1-1,Timing,ASTDY,Req,13,Analysis Start Relative Day,,Num
adam,adam-occds-1-1,Timing,--STDY,Cond,14,Study Day of Start of Observation*,,Num
adam,adam-occds-1-1,Timing,AENDY,Req,15,Analysis End Relative Day,,Num
adam,adam-occds-1-1,Timing,--ENDY,Cond,16,Study Day of End of Observation*,,Num
adam,adam-occds-1-1,Timing,ADURN,Perm,17,Analysis Duration (N),,Num
adam,adam-occds-1-1,Timing,ADURU,Cond,18,Analysis Duration Units,,Char
adam,adam-occds-1-1,Timing,--DUR,Cond,19,Duration of XX,,Char
adam,adam-occds-1-1,Timing,APERIOD,Cond,20,Period,,Num
adam,adam-occds-1-1,Timing,APERIODC,Perm,21,Period (C),,Char
adam,adam-occds-1-1,Timing,APHASE,Perm,22,Phase,,Char
adam,adam-occds-1-1,SDTM Indicator,--OCCUR,Not used,1,XX Occurrence,,Char
adam,adam-occds-1-1,SDTM Indicator,--PRESP,Cond,2,XX Pre-Specified,,Char
adam,adam-occds-1-1,Indicator,ANLzzFL,Cond,1,Analysis Flag zz,,Char
adam,adam-occds-1-1,Adverse Events Indicator,TRTEMFL,Req,1,Treatment Emergent Analysis Flag,,Char
adam,adam-occds-1-1,Adverse Events Indicator,TREMxxFL,Cond,2,Treatment Emergent Period xx Flag,,Char
adam,adam-occds-1-1,Adverse Events Indicator,TRTEMwFL,Perm,3,Treatment Emergent Analysis w Flag,,Char
adam,adam-occds-1-1,Adverse Events Indicator,AETRTEM,Cond,4,Treatment Emergent Flag,,Char
adam,adam-occds-1-1,Concomitant Medications Indicator,ONTRTFL,Perm,1,On Treatment Record Flag,,Char
adam,adam-occds-1-1,Concomitant Medications Indicator,ONTRxxFL,Perm,2,On Treatment Period xx Flag,,Char
adam,adam-occds-1-1,Concomitant Medications Indicator,ONTRTwFL,Perm,3,On Treatment Record w Flag,,Char
adam,adam-occds-1-1,Adverse Events and Concomitant Medications Indicator,PREFL,Cond,1,Pre-treatment Flag,,Char
adam,adam-occds-1-1,Adverse Events and Concomitant Medications Indicator,FUPFL,Cond,2,Follow-up Flag,,Char
adam,adam-occds-1-1,Occurrence Flag,AOCCFL,Perm,1,1st Occurrence within Subject Flag,,Char
adam,adam-occds-1-1,Occurrence Flag,AOCCPFL,Perm,2,1st Occurrence of Preferred Term Flag,,Char
adam,adam-occds-1-1,Occurrence Flag,AOCCIFL,Perm,3,1st Max Sev./Int. Occurrence Flag,,Char
adam,adam-occds-1-1,Occurrence Flag,AOCCPIFL,Perm,4,1st Max Sev./Int. Occur Within PT Flag,,Char
adam,adam-occds-1-1,Occurrence Flag,AOCCzzFL,Perm,5,1st Occurrence of ...,,Char
adam,adam-occds-1-1,MedDRA Occurrence Flag,AOCCSFL,Perm,1,1st Occurrence of SOC Flag,,Char
adam,adam-occds-1-1,MedDRA Occurrence Flag,AOCCSIFL,Perm,2,1st Max Sev./Int. Occur Within SOC Flag,,Char
adam,adam-occds-1-1,Treatment/Dose,DOSEON,Perm,1,Treatment Dose at Record Start,,Num
adam,adam-occds-1-1,Treatment/Dose,DOSCUMA,Perm,2,Cumulative Actual Treatment Dose,,Num
adam,adam-occds-1-1,Treatment/Dose,DOSEU,Cond,3,Treatment Dose Units,,Char
adam,adam-occds-1-1,Adverse Event Descriptive,--SER,Req,1,Serious Event,,Char
adam,adam-occds-1-1,Adverse Event Descriptive,--SEV,Cond,2,Severity/Intensity,,Char
adam,adam-occds-1-1,Adverse Event Descriptive,--SEVN,Perm,3,Severity/Intensity (N),,Num
adam,adam-occds-1-1,Adverse Event Descriptive,ASEV,Perm,4,Analysis Severity/Intensity,,Char
adam,adam-occds-1-1,Adverse Event Descriptive,ASEVN,Perm,5,Analysis Severity/Intensity (N),,Num
adam,adam-occds-1-1,Adverse Event Descriptive,SEVGRy,Perm,6,Pooled Severity Group y,,Char
adam,adam-occds-1-1,Adverse Event Descriptive,SEVGRyN,Perm,7,Pooled Severity Group y (N),,Num
adam,adam-occds-1-1,Adverse Event Descriptive,--REL,Req,8,Causality,,Char
adam,adam-occds-1-1,Adverse Event Descriptive,--RELN,Perm,9,Causality (N),,Num
adam,adam-occds-1-1,Adverse Event Descriptive,AREL,Perm,10,Analysis Causality,,Char
adam,adam-occds-1-1,Adverse Event Descriptive,ARELN,Perm,11,Analysis Causality (N),,Num
adam,adam-occds-1-1,Adverse Event Descriptive,RELGRy,Perm,12,Pooled Causality Group y,,Char
adam,adam-occds-1-1,Adverse Event Descriptive,RELGRyN,Perm,13,Pooled Causality Group y (N),,Num
adam,adam-occds-1-1,Adverse Event Descriptive,--TOXGR,Cond,14,Standard Toxicity Grade,,Char
adam,adam-occds-1-1,Adverse Event Descriptive,--TOXGRN,Perm,15,Standard Toxicity Grade (N),,Num
adam,adam-occds-1-1,Adverse Event Descriptive,ATOXGR,Perm,16,Analysis Toxicity Grade,,Char
adam,adam-occds-1-1,Adverse Event Descriptive,ATOXGRN,Perm,17,Analysis Toxicity Grade (N),,Num
adam,adam-occds-1-1,Adverse Event Descriptive,TOXGGRy,Perm,18,Pooled Toxicity Grade Group y,,Char
adam,adam-occds-1-1,Adverse Event Descriptive,TOXGGRyN,Perm,19,Pooled Toxicity Grade Group y (N),,Num
adam,adam-occds-1-1,Adverse Event Descriptive,--ACN,Cond,20,Action Taken with Study Treatment,,Char
adam,adam-occds-1-1,Concomitant Medications Descriptive,--STAT,Perm,1,Completion Status,,Char
adam,adam-occds-1-1,Concomitant Medications Descriptive,--INDC,Perm,2,Indication,,Char
adam,adam-occds-1-1,Concomitant Medications Descriptive,--DOSE,Perm,3,Dose per Administration,,Num
adam,adam-occds-1-1,Concomitant Medications Descriptive,--DOSFRM,Perm,4,Dose Form,,Char
adam,adam-occds-1-1,Concomitant Medications Descriptive,--DOSRGM,Perm,5,Intended Dose Regimen,,Char
adam,adam-occds-1-1,Concomitant Medications Descriptive,--ROUTE,Perm,6,Route of Administration,,Char
adam,adam-occds-1-1,Standardized MedDRA Query,SMQzzNAM,Cond,1,SMQ zz Name,,Char
adam,adam-occds-1-1,Standardized MedDRA Query,SMQzzCD,Perm,2,SMQ zz Code,,Num
adam,adam-occds-1-1,Standardized MedDRA Query,SMQzzSC,Cond,3,SMQ zz Scope,,Char
adam,adam-occds-1-1,Standardized MedDRA Query,SMQzzSCN,Perm,4,SMQ zz Scope (N),,Num
adam,adam-occds-1-1,Standardized MedDRA Query,CQzzNAM,Cond,5,Customized Query zz Name,,Char
adam,adam-occds-1-1,Standardized MedDRA Query,ADECODy,Perm,6,Analysis Dictionary-Derived Term y,,Char
adam,adam-occds-1-1,Original or Prior WHO Drug Coding,DECDORGw,Perm,1,Standardized Med Name in Orig Dict w,,Char
adam,adam-occds-1-1,Original or Prior WHO Drug Coding,CLASORGw,Perm,2,Medication Class in Orig Dictionary w,,Char
adam,adam-occds-1-1,Original or Prior WHO Drug Coding,CLCDORGw,Perm,3,Medication Class Code in Orig Dict w,,Char
adam,adam-occds-1-1,Original or Prior WHO Drug Coding,ATyCORGw,Perm,4,ATC Level y Code in Orig Dictionary w,,Char
adam,adam-occds-1-1,Original or Prior WHO Drug Coding,ATyTORGw,Perm,5,ATC Level y Text in Orig Dictionary w,,Char
adam,adam-occds-1-1,Original or Prior MedDRA Coding,DECDORGw,Perm,1,PT in Original Dictionary w,,Char
adam,adam-occds-1-1,Original or Prior MedDRA Coding,BDSYORGw,Perm,2,SOC in Original Dictionary w,,Char
adam,adam-occds-1-1,Original or Prior MedDRA Coding,HLGTORGw,Perm,3,HLGT in Original Dictionary w,,Char
adam,adam-occds-1-1,Original or Prior MedDRA Coding,HLTORGw,Perm,4,HLT in Original Dictionary w,,Char
adam,adam-occds-1-1,Original or Prior MedDRA Coding,LLTORGw,Perm,5,LLT in Original Dictionary w,,Char
adam,adam-occds-1-1,Original or Prior MedDRA Coding,LLTNORGw,Perm,6,LLT Code in Original Dictionary w,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,PROJID,Perm,1,Project Identifier,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,PROJIDN,Perm,2,Project Identifier (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,STUDYID,Req,3,Study Identifier,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,STUDYIDN,Perm,4,Study Identifier (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,PART,Cond,5,Part of the Study,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,SUBJTYP,Perm,6,Subject Type,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,SUBJTYPC,Perm,7,Subject Type (C),,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,USUBJID,Req,8,Unique Subject Identifier,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,USUBJIDN,Req,9,Unique Subject Identifier (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,SUBJID,Perm,10,Subject Identifier for the Study,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,SUBJIDN,Perm,11,Subject Identifier for the Study (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,SITEID,Perm,12,Study Site Identifier,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,SITEIDN,Perm,13,Study Site Identifier (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,RECSEQ,Perm,14,Record Sequence,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,AFRLT,Req,15,Actual Rel Time from First Dose,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,RLTU,Perm,16,Relative Time Unit,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,APRLT,Perm,17,Actual Rel Time from Previous Dose,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,NFRLT,Perm,18,Nominal Rel Time from First Dose,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,NPRLT,Perm,19,Nominal Rel Time from Previous Dose,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,OCC,Perm,20,Occasion,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,EXCLF,Cond,21,Record Exclusion,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,EXCLFCOM,Cond,22,Comment for the Record Exclusion,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,FLGREAS,Perm,23,Identification of Data Issue Reason,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,FLGREASC,Perm,24,Identification of Data Issue Reason (C),,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,EVID,Req,25,Event ID,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,DVID,Perm,26,Dependent Variable Name,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,DVIDN,Perm,27,Dependent Variable Name (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,CMT,Perm,28,Compartment,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,DV,Req,29,Dependent Variable Result,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,AVAL,Cond,30,Analysis Value,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,AVALU,Perm,31,Dependent Variable Unit,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,USTRESC,Perm,32,Result or Finding in Standard Format,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,MDV,Req,33,Missing Dependent Variable Result,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,AULOQ,Perm,34,Analysis Upper Limit of Quantitation,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,ALLOQ,Perm,35,Analysis Lower Limit of Quantitation,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,BLQFL,Cond,36,Below Lower Limit of Quant Flag,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,BLQFN,Perm,37,Below Lower Limit of Quant Flag (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,ALQFL,Cond,38,Above the Upper Limit of Quant Flag,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,ALQFN,Perm,39,Above the Upper Limit of Quant Flag (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,AMT,Req,40,Actual Amount of Dose Received (unit),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,DOSEA,Perm,41,Actual Treatment Dose (unit),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,DOSETDD,Perm,42,Total Daily Amt of Dose Received (unit),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,DOSEDUR,Perm,43,Duration Of Dose Administration (unit),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,RATE,Perm,44,Infusion Rate (unit),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,II,Perm,45,Dosing Interval (unit),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,ADDL,Perm,46,Number Of Additional Doses,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,SS,Perm,47,Steady State,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,FORM,Perm,48,Drug Formulation,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,FORMN,Perm,49,Drug Formulation (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,ROUTE,Perm,50,Route of Administration,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,ROUTEN,Perm,51,Route of Administration (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,ACYCLE,Perm,52,Analysis Cycle,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,ACYCLEC,Perm,53,Analysis Cycle (C),,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,COHORT,Perm,54,Cohort Subject Enrolled Into,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,COHORTC,Perm,55,Cohort Subject Enrolled into (C),,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis,UDTC,Perm,56,Date and Time of the Event,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,WT,Perm,1,Body Weight (unit),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,WTBL,Perm,2,Baseline Body Weight (unit),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,HTBL,Perm,3,Baseline Body Height (unit),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,BMIBL,Perm,4,Baseline Body Mass Index (unit),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,BSABL,Perm,5,Body Surface Area at Baseline (unit),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,AGE,Perm,6,Age,,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,AGETPT,Perm,7,Age at Analysis Timepoint (unit),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,SEX,Req,8,Sex,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,SEXN,Perm,9,Sex (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,RACE,Req,10,Race,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,RACEN,Perm,11,Race (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,ARACE,Perm,12,Analysis Race,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,ARACEN,Perm,13,Analysis Race (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,AETHNIC,Perm,14,Analysis Ethnicity,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,AETHNICN,Perm,15,Analysis Ethnicity (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,REGIONy,Perm,16,Geographic Region y,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,REGIONyN,Perm,17,Geographic Region y (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,COUNTRY,Perm,18,Country,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,COUNTRYL,Perm,19,Country Full Name,,Char
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,COUNTRYN,Perm,20,Country (N),,Num
adam,adam-poppk-1-0,Population Pharmacokinetics Analysis  - Covariates,CREATBL,Perm,21,Baseline Creatinine Serum (unit),,Num
